Time (s),Rotation [X axis] (degrees/s),Rotation [Y axis] (degrees/s),Rotation [Z axis] (degrees/s),Acceleration [X axis] (m/s^2),Acceleration [Y axis] (m/s^2),Acceleration [Z axis] (m/s^2),Acceleration [X axis] (m/s^2),Acceleration [Y axis] (m/s^2),Acceleration [Z axis] (m/s^2),Magnetic Flux Density [X axis] (micro-Tesla),Magnetic Flux Density [Y axis] (micro-Tesla),Magnetic Flux Density [Z axis] (micro-Tesla),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),
52.101,3.64,7.28,10.92,1.97933,3.95866,5.93798,-194.432,-194.335,-194.237,0.00406,0.0029,0.00174,30.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
52.501,3.64,7.28,10.92,1.97933,3.95866,5.93798,-194.432,-194.335,-194.237,0.00406,0.0029,0.00174,31,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
52.901,3.64,7.28,10.92,1.97933,3.95866,5.93798,-194.432,-194.335,-194.237,0.00406,0.0029,0.00174,31.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
53.301,3.71,7.42,11.13,2.05619,4.11238,6.16856,-194.335,-194.237,-194.139,0.00406,0.0029,0.00174,31.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
53.701,3.71,7.42,11.13,2.05619,4.11238,6.16856,-194.335,-194.237,-194.139,0.00406,0.0029,0.00174,31.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
54.101,3.78,7.56,11.34,2.13451,4.26902,6.40354,-194.237,-194.139,-194.042,0.00406,0.0029,0.00174,32,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
54.501,3.78,7.56,11.34,2.13451,4.26902,6.40354,-194.237,-194.139,-194.042,0.00406,0.0029,0.00174,32.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
54.901,3.78,7.56,11.34,2.13451,4.26902,6.40354,-194.237,-194.139,-194.042,0.00406,0.0029,0.00174,32.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
55.301,3.85,7.7,11.55,2.2143,4.4286,6.6429,-194.139,-194.042,-193.944,0.00406,0.0029,0.00174,32.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
55.701,3.85,7.7,11.55,2.2143,4.4286,6.6429,-194.139,-194.042,-193.944,0.00406,0.0029,0.00174,33,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
56.101,3.92,7.84,11.76,2.29555,4.5911,6.88666,-194.042,-193.944,-193.846,0.00406,0.0029,0.00174,33.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
56.501,3.92,7.84,11.76,2.29555,4.5911,6.88666,-194.042,-193.944,-193.846,0.00406,0.0029,0.00174,33.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
56.901,3.92,7.84,11.76,2.29555,4.5911,6.88666,-194.042,-193.944,-193.846,0.00406,0.0029,0.00174,33.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
57.301,3.99,7.98,11.97,2.37827,4.75654,7.1348,-193.944,-193.846,-193.748,0.00406,0.0029,0.00174,34,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
57.701,3.99,7.98,11.97,2.37827,4.75654,7.1348,-193.944,-193.846,-193.748,0.00406,0.0029,0.00174,34.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
58.101,4.06,8.12,12.18,2.46245,4.9249,7.38734,-193.846,-193.748,-193.651,0.00406,0.0029,0.00174,34.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
58.501,4.06,8.12,12.18,2.46245,4.9249,7.38734,-193.846,-193.748,-193.651,0.00406,0.0029,0.00174,34.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
58.901,4.06,8.12,12.18,2.46245,4.9249,7.38734,-193.846,-193.748,-193.651,0.00406,0.0029,0.00174,35,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
59.301,4.13,8.26,12.39,2.54809,5.09618,7.64428,-193.748,-193.651,-193.553,0.00406,0.0029,0.00174,35.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
59.701,4.13,8.26,12.39,2.54809,5.09618,7.64428,-193.748,-193.651,-193.553,0.00406,0.0029,0.00174,35.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
60.101,4.2,8.4,12.6,2.6352,5.2704,7.9056,-193.651,-193.553,-193.455,0.00406,0.0029,0.00174,35.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
60.501,4.2,8.4,12.6,2.6352,5.2704,7.9056,-193.651,-193.553,-193.455,0.00406,0.0029,0.00174,36,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
60.901,4.2,8.4,12.6,2.6352,5.2704,7.9056,-193.651,-193.553,-193.455,0.00406,0.0029,0.00174,36.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
61.301,4.27,8.54,12.81,2.72377,5.44754,8.17132,-193.553,-193.455,-193.358,0.00406,0.0029,0.00174,36.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
61.701,4.27,8.54,12.81,2.72377,5.44754,8.17132,-193.553,-193.455,-193.358,0.00406,0.0029,0.00174,36.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
62.101,4.34,8.68,13.02,2.81381,5.62762,8.44142,-193.455,-193.358,-193.26,0.00406,0.0029,0.00174,37,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
63.476,4.41,8.82,13.23,2.90531,5.81062,8.71592,-193.358,-193.26,-193.162,0.00406,0.0029,0.00174,37.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
63.876,4.41,8.82,13.23,2.90531,5.81062,8.71592,-193.358,-193.26,-193.162,0.00406,0.0029,0.00174,37.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
64.276,4.48,8.96,13.44,2.99827,5.99654,8.99482,-193.26,-193.162,-193.065,0.00406,0.0029,0.00174,37.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
64.676,4.48,8.96,13.44,2.99827,5.99654,8.99482,-193.26,-193.162,-193.065,0.00406,0.0029,0.00174,38,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
65.076,4.55,9.1,13.65,3.0927,6.1854,9.2781,-193.162,-193.065,-192.967,0.00406,0.0029,0.00174,38.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
65.476,4.55,9.1,13.65,3.0927,6.1854,9.2781,-193.162,-193.065,-192.967,0.00406,0.0029,0.00174,38.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
65.876,4.55,9.1,13.65,3.0927,6.1854,9.2781,-193.162,-193.065,-192.967,0.00406,0.0029,0.00174,38.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
66.276,4.62,9.24,13.86,3.18859,6.37718,9.56578,-193.065,-192.967,-192.869,0.00406,0.0029,0.00174,39,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
66.676,4.62,9.24,13.86,3.18859,6.37718,9.56578,-193.065,-192.967,-192.869,0.00406,0.0029,0.00174,39.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
67.076,4.69,9.38,14.07,3.28595,6.5719,9.85784,-192.967,-192.869,-192.772,0.00406,0.0029,0.00174,39.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
67.476,4.69,9.38,14.07,3.28595,6.5719,9.85784,-192.967,-192.869,-192.772,0.00406,0.0029,0.00174,39.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
67.876,4.69,9.38,14.07,3.28595,6.5719,9.85784,-192.967,-192.869,-192.772,0.00406,0.0029,0.00174,40,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
68.276,4.76,9.52,14.28,3.38477,6.76954,10.1543,-192.869,-192.772,-192.674,0.00406,0.0029,0.00174,40.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
68.676,4.76,9.52,14.28,3.38477,6.76954,10.1543,-192.869,-192.772,-192.674,0.00406,0.0029,0.00174,40.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
69.076,4.83,9.66,14.49,3.48505,6.9701,10.4552,-192.772,-192.674,-192.576,0.00406,0.0029,0.00174,40.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
69.476,4.83,9.66,14.49,3.48505,6.9701,10.4552,-192.772,-192.674,-192.576,0.00406,0.0029,0.00174,41,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
69.876,4.83,9.66,14.49,3.48505,6.9701,10.4552,-192.772,-192.674,-192.576,0.00406,0.0029,0.00174,41.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
70.276,4.9,9.8,14.7,3.5868,7.1736,10.7604,-192.674,-192.576,-192.479,0.00406,0.0029,0.00174,41.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
70.676,4.9,9.8,14.7,3.5868,7.1736,10.7604,-192.674,-192.576,-192.479,0.00406,0.0029,0.00174,41.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
71.076,4.97,9.94,14.91,3.69001,7.38002,11.07,-192.576,-192.479,-192.381,0.00406,0.0029,0.00174,42,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
71.476,4.97,9.94,14.91,3.69001,7.38002,11.07,-192.576,-192.479,-192.381,0.00406,0.0029,0.00174,42.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
71.876,4.97,9.94,14.91,3.69001,7.38002,11.07,-192.576,-192.479,-192.381,0.00406,0.0029,0.00174,42.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
72.276,5.04,10.08,15.12,3.79469,7.58938,11.3841,-192.479,-192.381,-192.283,0.00406,0.0029,0.00174,42.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
72.676,5.04,10.08,15.12,3.79469,7.58938,11.3841,-192.479,-192.381,-192.283,0.00406,0.0029,0.00174,43,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
73.076,5.11,10.22,15.33,3.90083,7.80166,11.7025,-192.381,-192.283,-192.186,0.00406,0.0029,0.00174,43.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
73.476,5.11,10.22,15.33,3.90083,7.80166,11.7025,-192.381,-192.283,-192.186,0.00406,0.0029,0.00174,43.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
73.876,5.11,10.22,15.33,3.90083,7.80166,11.7025,-192.381,-192.283,-192.186,0.00406,0.0029,0.00174,43.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
74.276,5.18,10.36,15.54,4.00843,8.01686,12.0253,-192.283,-192.186,-192.088,0.00406,0.0029,0.00174,44,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
74.676,5.18,10.36,15.54,4.00843,8.01686,12.0253,-192.283,-192.186,-192.088,0.00406,0.0029,0.00174,44.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
75.076,5.25,10.5,15.75,4.1175,8.235,12.3525,-192.186,-192.088,-191.99,0.00406,0.0029,0.00174,44.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
75.476,5.25,10.5,15.75,4.1175,8.235,12.3525,-192.186,-192.088,-191.99,0.00406,0.0029,0.00174,44.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
75.876,5.25,10.5,15.75,4.1175,8.235,12.3525,-192.186,-192.088,-191.99,0.00406,0.0029,0.00174,45,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
76.276,5.32,10.64,15.96,4.22803,8.45606,12.6841,-192.088,-191.99,-191.893,0.00406,0.0029,0.00174,45.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
76.676,5.32,10.64,15.96,4.22803,8.45606,12.6841,-192.088,-191.99,-191.893,0.00406,0.0029,0.00174,45.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
77.076,5.39,10.78,16.17,4.34003,8.68006,13.0201,-191.99,-191.893,-191.795,0.00406,0.0029,0.00174,45.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
77.476,5.39,10.78,16.17,4.34003,8.68006,13.0201,-191.99,-191.893,-191.795,0.00406,0.0029,0.00174,46,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
77.876,5.39,10.78,16.17,4.34003,8.68006,13.0201,-191.99,-191.893,-191.795,0.00406,0.0029,0.00174,46.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
78.276,5.46,10.92,16.38,4.45349,8.90698,13.3605,-191.893,-191.795,-191.697,0.00406,0.0029,0.00174,46.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
78.676,5.46,10.92,16.38,4.45349,8.90698,13.3605,-191.893,-191.795,-191.697,0.00406,0.0029,0.00174,46.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
79.076,5.53,11.06,16.59,4.56841,9.13682,13.7052,-191.795,-191.697,-191.6,0.00406,0.0029,0.00174,47,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
79.476,5.53,11.06,16.59,4.56841,9.13682,13.7052,-191.795,-191.697,-191.6,0.00406,0.0029,0.00174,47.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
79.876,5.53,11.06,16.59,4.56841,9.13682,13.7052,-191.795,-191.697,-191.6,0.00406,0.0029,0.00174,47.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
80.276,5.6,11.2,16.8,4.6848,9.3696,14.0544,-191.697,-191.6,-191.502,0.00406,0.0029,0.00174,47.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
80.676,5.6,11.2,16.8,4.6848,9.3696,14.0544,-191.697,-191.6,-191.502,0.00406,0.0029,0.00174,48,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
81.076,5.67,11.34,17.01,4.80265,9.6053,14.408,-191.6,-191.502,-191.404,0.00406,0.0029,0.00174,48.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
81.476,5.67,11.34,17.01,4.80265,9.6053,14.408,-191.6,-191.502,-191.404,0.00406,0.0029,0.00174,48.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
81.876,5.67,11.34,17.01,4.80265,9.6053,14.408,-191.6,-191.502,-191.404,0.00406,0.0029,0.00174,48.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
82.276,5.74,11.48,17.22,4.92197,9.84394,14.7659,-191.502,-191.404,-191.306,0.00406,0.0029,0.00174,49,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
82.676,5.74,11.48,17.22,4.92197,9.84394,14.7659,-191.502,-191.404,-191.306,0.00406,0.0029,0.00174,49.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
83.076,5.81,11.62,17.43,5.04275,10.0855,15.1282,-191.404,-191.306,-191.209,0.00406,0.0029,0.00174,49.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
83.476,5.81,11.62,17.43,5.04275,10.0855,15.1282,-191.404,-191.306,-191.209,0.00406,0.0029,0.00174,49.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
83.876,5.81,11.62,17.43,5.04275,10.0855,15.1282,-191.404,-191.306,-191.209,0.00406,0.0029,0.00174,50,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
84.276,5.88,11.76,17.64,5.16499,10.33,15.495,-191.306,-191.209,-191.111,0.00406,0.0029,0.00174,50.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
84.676,5.88,11.76,17.64,5.16499,10.33,15.495,-191.306,-191.209,-191.111,0.00406,0.0029,0.00174,50.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
85.076,5.95,11.9,17.85,5.2887,10.5774,15.8661,-191.209,-191.111,-191.013,0.00406,0.0029,0.00174,50.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
85.476,5.95,11.9,17.85,5.2887,10.5774,15.8661,-191.209,-191.111,-191.013,0.00406,0.0029,0.00174,51,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
85.876,5.95,11.9,17.85,5.2887,10.5774,15.8661,-191.209,-191.111,-191.013,0.00406,0.0029,0.00174,51.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
86.276,6.02,12.04,18.06,5.41387,10.8277,16.2416,-191.111,-191.013,-190.916,0.00406,0.0029,0.00174,51.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
86.676,6.02,12.04,18.06,5.41387,10.8277,16.2416,-191.111,-191.013,-190.916,0.00406,0.0029,0.00174,51.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
87.076,6.09,12.18,18.27,5.54051,11.081,16.6215,-191.013,-190.916,-190.818,0.00406,0.0029,0.00174,52,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
87.476,6.09,12.18,18.27,5.54051,11.081,16.6215,-191.013,-190.916,-190.818,0.00406,0.0029,0.00174,52.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
87.876,6.09,12.18,18.27,5.54051,11.081,16.6215,-191.013,-190.916,-190.818,0.00406,0.0029,0.00174,52.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
88.276,6.16,12.32,18.48,5.66861,11.3372,17.0058,-190.916,-190.818,-190.72,0.00406,0.0029,0.00174,52.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
88.676,6.16,12.32,18.48,5.66861,11.3372,17.0058,-190.916,-190.818,-190.72,0.00406,0.0029,0.00174,53,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
89.076,6.23,12.46,18.69,5.79817,11.5963,17.3945,-190.818,-190.72,-190.623,0.00406,0.0029,0.00174,53.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
89.476,6.23,12.46,18.69,5.79817,11.5963,17.3945,-190.818,-190.72,-190.623,0.00406,0.0029,0.00174,53.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
89.876,6.23,12.46,18.69,5.79817,11.5963,17.3945,-190.818,-190.72,-190.623,0.00406,0.0029,0.00174,53.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
90.276,6.3,12.6,18.9,5.9292,11.8584,17.7876,-190.72,-190.623,-190.525,0.00406,0.0029,0.00174,54,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
90.676,6.3,12.6,18.9,5.9292,11.8584,17.7876,-190.72,-190.623,-190.525,0.00406,0.0029,0.00174,54.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
91.076,6.37,12.74,19.11,6.06169,12.1234,18.1851,-190.623,-190.525,-190.427,0.00406,0.0029,0.00174,54.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
91.476,6.37,12.74,19.11,6.06169,12.1234,18.1851,-190.623,-190.525,-190.427,0.00406,0.0029,0.00174,54.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
91.876,6.37,12.74,19.11,6.06169,12.1234,18.1851,-190.623,-190.525,-190.427,0.00406,0.0029,0.00174,55,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
92.276,6.44,12.88,19.32,6.19565,12.3913,18.5869,-190.525,-190.427,-190.33,0.00406,0.0029,0.00174,55.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
92.676,6.44,12.88,19.32,6.19565,12.3913,18.5869,-190.525,-190.427,-190.33,0.00406,0.0029,0.00174,55.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
93.076,6.51,13.02,19.53,6.33107,12.6621,18.9932,-190.427,-190.33,-190.232,0.00406,0.0029,0.00174,55.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
93.476,6.51,13.02,19.53,6.33107,12.6621,18.9932,-190.427,-190.33,-190.232,0.00406,0.0029,0.00174,56,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
93.876,6.51,13.02,19.53,6.33107,12.6621,18.9932,-190.427,-190.33,-190.232,0.00406,0.0029,0.00174,56.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
95.276,6.65,13.3,19.95,6.6063,13.2126,19.8189,-190.232,-190.134,-190.037,0.00406,0.0029,0.00174,56.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
95.676,6.65,13.3,19.95,6.6063,13.2126,19.8189,-190.232,-190.134,-190.037,0.00406,0.0029,0.00174,56.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
96.076,6.72,13.44,20.16,6.74611,13.4922,20.2383,-190.134,-190.037,-189.939,0.00406,0.0029,0.00174,57,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
96.476,6.72,13.44,20.16,6.74611,13.4922,20.2383,-190.134,-190.037,-189.939,0.00406,0.0029,0.00174,57.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
96.876,6.72,13.44,20.16,6.74611,13.4922,20.2383,-190.134,-190.037,-189.939,0.00406,0.0029,0.00174,57.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
97.276,6.79,13.58,20.37,6.88739,13.7748,20.6622,-190.037,-189.939,-189.841,0.00406,0.0029,0.00174,57.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
97.676,6.79,13.58,20.37,6.88739,13.7748,20.6622,-190.037,-189.939,-189.841,0.00406,0.0029,0.00174,58,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
98.076,6.86,13.72,20.58,7.03013,14.0603,21.0904,-189.939,-189.841,-189.744,0.00406,0.0029,0.00174,58.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
98.476,6.86,13.72,20.58,7.03013,14.0603,21.0904,-189.939,-189.841,-189.744,0.00406,0.0029,0.00174,58.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
98.876,6.86,13.72,20.58,7.03013,14.0603,21.0904,-189.939,-189.841,-189.744,0.00406,0.0029,0.00174,58.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
99.276,6.93,13.86,20.79,7.17433,14.3487,21.523,-189.841,-189.744,-189.646,0.00406,0.0029,0.00174,59,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
99.676,6.93,13.86,20.79,7.17433,14.3487,21.523,-189.841,-189.744,-189.646,0.00406,0.0029,0.00174,59.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
100.076,7,14,21,7.32,14.64,21.96,-189.744,-189.646,-189.548,0.00406,0.0029,0.00174,59.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
100.476,7,14,21,7.32,14.64,21.96,-189.744,-189.646,-189.548,0.00406,0.0029,0.00174,59.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
100.876,7,14,21,7.32,14.64,21.96,-189.744,-189.646,-189.548,0.00406,0.0029,0.00174,60,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
101.276,7.07,14.14,21.21,7.46713,14.9343,22.4014,-189.646,-189.548,-189.451,0.00406,0.0029,0.00174,60.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
101.676,7.07,14.14,21.21,7.46713,14.9343,22.4014,-189.646,-189.548,-189.451,0.00406,0.0029,0.00174,60.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
102.076,7.14,14.28,21.42,7.61573,15.2315,22.8472,-189.548,-189.451,-189.353,0.00406,0.0029,0.00174,60.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
102.476,7.14,14.28,21.42,7.61573,15.2315,22.8472,-189.548,-189.451,-189.353,0.00406,0.0029,0.00174,61,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
102.876,7.14,14.28,21.42,7.61573,15.2315,22.8472,-189.548,-189.451,-189.353,0.00406,0.0029,0.00174,61.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
103.276,7.21,14.42,21.63,7.76579,15.5316,23.2974,-189.451,-189.353,-189.255,0.00406,0.0029,0.00174,61.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
103.676,7.21,14.42,21.63,7.76579,15.5316,23.2974,-189.451,-189.353,-189.255,0.00406,0.0029,0.00174,61.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
104.076,7.28,14.56,21.84,7.91731,15.8346,23.7519,-189.353,-189.255,-189.158,0.00406,0.0029,0.00174,62,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
104.476,7.28,14.56,21.84,7.91731,15.8346,23.7519,-189.353,-189.255,-189.158,0.00406,0.0029,0.00174,62.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
